individuo,prestadorIndividuo,centro,prestadorCentro,tipoTransporte,dia,hora,tiempoViaje,llegaGeografico,cantidadPediatras,llega
2,7,101,1,AUTO,Lunes,1500,22,Si,1,No
2,7,101,1,AUTO,Lunes,1600,22,Si,0,No
2,7,101,1,AUTO,Lunes,1700,22,Si,0,No
2,7,101,1,AUTO,Lunes,1800,22,Si,0,No
2,7,101,1,AUTO,Lunes,1900,22,Si,0,No
2,7,101,1,AUTO,Lunes,2000,22,Si,0,No
2,7,101,1,AUTO,Lunes,2100,22,Si,0,No
2,7,101,1,AUTO,Martes,600,22,Si,0,No
2,7,101,1,AUTO,Martes,700,22,Si,1,No
2,7,101,1,AUTO,Martes,800,22,Si,3,No
2,7,101,1,AUTO,Martes,900,22,Si,3,No
2,7,101,1,AUTO,Martes,1000,22,Si,4,No
2,7,101,1,AUTO,Martes,1100,22,Si,3,No
2,7,101,1,AUTO,Martes,1200,22,Si,2,No
2,7,101,1,AUTO,Martes,1300,22,Si,2,No
2,7,101,1,AUTO,Martes,1400,22,Si,2,No
2,7,101,1,AUTO,Martes,1500,22,Si,2,No
2,7,101,1,AUTO,Martes,1600,22,Si,0,No
2,7,101,1,AUTO,Martes,1700,22,Si,0,No
2,7,101,1,AUTO,Martes,1800,22,Si,0,No
2,7,101,1,AUTO,Martes,1900,22,Si,0,No
2,7,101,1,AUTO,Martes,2000,22,Si,0,No
2,7,101,1,AUTO,Martes,2100,22,Si,0,No
2,7,101,1,AUTO,Miercoles,600,22,Si,0,No
2,7,101,1,AUTO,Miercoles,700,22,Si,1,No
2,7,101,1,AUTO,Miercoles,800,22,Si,3,No
2,7,101,1,AUTO,Miercoles,900,22,Si,3,No
2,7,101,1,AUTO,Miercoles,1000,22,Si,3,No
2,7,101,1,AUTO,Miercoles,1100,22,Si,3,No
2,7,101,1,AUTO,Miercoles,1200,22,Si,2,No
2,7,101,1,AUTO,Miercoles,1300,22,Si,2,No
2,7,101,1,AUTO,Miercoles,1400,22,Si,2,No
2,7,101,1,AUTO,Miercoles,1500,22,Si,2,No
2,7,101,1,AUTO,Miercoles,1600,22,Si,2,No
2,7,101,1,AUTO,Miercoles,1700,22,Si,0,No
2,7,101,1,AUTO,Miercoles,1800,22,Si,0,No
2,7,101,1,AUTO,Miercoles,1900,22,Si,0,No
2,7,101,1,AUTO,Miercoles,2000,22,Si,0,No
2,7,101,1,AUTO,Miercoles,2100,22,Si,0,No
2,7,101,1,AUTO,Jueves,600,22,Si,0,No
2,7,101,1,AUTO,Jueves,700,22,Si,0,No
2,7,101,1,AUTO,Jueves,800,22,Si,4,No
2,7,101,1,AUTO,Jueves,900,22,Si,4,No
2,7,101,1,AUTO,Jueves,1000,22,Si,4,No
2,7,101,1,AUTO,Jueves,1100,22,Si,4,No
2,7,101,1,AUTO,Jueves,1200,22,Si,2,No
2,7,101,1,AUTO,Jueves,1300,22,Si,2,No
2,7,101,1,AUTO,Jueves,1400,22,Si,1,No
2,7,101,1,AUTO,Jueves,1500,22,Si,1,No
2,7,101,1,AUTO,Jueves,1600,22,Si,0,No
2,7,101,1,AUTO,Jueves,1700,22,Si,0,No
2,7,101,1,AUTO,Jueves,1800,22,Si,0,No
2,7,101,1,AUTO,Jueves,1900,22,Si,0,No
2,7,101,1,AUTO,Jueves,2000,22,Si,0,No
2,7,101,1,AUTO,Jueves,2100,22,Si,0,No
2,7,101,1,AUTO,Viernes,600,22,Si,0,No
2,7,101,1,AUTO,Viernes,700,22,Si,0,No
2,7,101,1,AUTO,Viernes,800,22,Si,2,No
2,7,101,1,AUTO,Viernes,900,22,Si,2,No
2,7,101,1,AUTO,Viernes,1000,22,Si,2,No
2,7,101,1,AUTO,Viernes,1100,22,Si,2,No
2,7,101,1,AUTO,Viernes,1200,22,Si,0,No
2,7,101,1,AUTO,Viernes,1300,22,Si,1,No
2,7,101,1,AUTO,Viernes,1400,22,Si,1,No
2,7,101,1,AUTO,Viernes,1500,22,Si,1,No
2,7,101,1,AUTO,Viernes,1600,22,Si,1,No
2,7,101,1,AUTO,Viernes,1700,22,Si,0,No
2,7,101,1,AUTO,Viernes,1800,22,Si,0,No
2,7,101,1,AUTO,Viernes,1900,22,Si,0,No
2,7,101,1,AUTO,Viernes,2000,22,Si,0,No
2,7,101,1,AUTO,Viernes,2100,22,Si,0,No
2,7,101,1,AUTO,Sabado,600,22,Si,0,No
2,7,101,1,AUTO,Sabado,700,-1,No,0,No
2,7,101,1,AUTO,Sabado,800,35,No,0,No
2,7,101,1,AUTO,Sabado,900,35,Si,0,No
2,7,101,1,AUTO,Sabado,1000,35,Si,0,No
2,7,101,1,AUTO,Sabado,1100,35,Si,0,No
2,7,101,1,AUTO,Sabado,1200,35,Si,0,No
2,7,101,1,AUTO,Sabado,1300,35,Si,0,No
2,7,101,1,AUTO,Sabado,1400,35,Si,0,No
2,7,101,1,AUTO,Sabado,1500,35,Si,0,No
2,7,101,1,AUTO,Sabado,1600,35,Si,0,No
2,7,101,1,AUTO,Sabado,1700,35,Si,0,No
2,7,101,1,AUTO,Sabado,1800,35,Si,0,No
2,7,101,1,AUTO,Sabado,1900,35,Si,0,No
2,7,101,1,AUTO,Sabado,2000,35,Si,0,No
2,7,101,1,AUTO,Sabado,2100,35,Si,0,No
2,7,102,1,AUTO,Lunes,600,12,Si,0,No
2,7,102,1,AUTO,Lunes,700,12,Si,3,No
2,7,102,1,AUTO,Lunes,800,12,Si,3,No
2,7,102,1,AUTO,Lunes,900,12,Si,3,No
2,7,102,1,AUTO,Lunes,1000,12,Si,4,No
2,7,102,1,AUTO,Lunes,1100,12,Si,4,No
2,7,102,1,AUTO,Lunes,1200,12,Si,5,No
2,7,102,1,AUTO,Lunes,1300,12,Si,7,No
2,7,102,1,AUTO,Lunes,1400,12,Si,7,No
2,7,102,1,AUTO,Lunes,1500,12,Si,7,No
2,7,102,1,AUTO,Lunes,1600,12,Si,4,No
2,7,102,1,AUTO,Lunes,1700,12,Si,3,No
2,7,102,1,AUTO,Lunes,1800,12,Si,2,No
2,7,102,1,AUTO,Lunes,1900,12,Si,1,No
2,7,102,1,AUTO,Lunes,2000,12,Si,0,No
2,7,102,1,AUTO,Lunes,2100,12,Si,0,No
2,7,102,1,AUTO,Martes,600,12,Si,0,No
2,7,102,1,AUTO,Martes,700,12,Si,2,No
2,7,102,1,AUTO,Martes,800,12,Si,4,No
2,7,102,1,AUTO,Martes,900,12,Si,4,No
2,7,102,1,AUTO,Martes,1000,12,Si,4,No
2,7,102,1,AUTO,Martes,1100,12,Si,4,No
2,7,102,1,AUTO,Martes,1200,12,Si,3,No
2,7,102,1,AUTO,Martes,1300,12,Si,3,No
2,7,102,1,AUTO,Martes,1400,12,Si,4,No
2,7,102,1,AUTO,Martes,1500,12,Si,3,No
2,7,102,1,AUTO,Martes,1600,12,Si,3,No
2,7,102,1,AUTO,Martes,1700,12,Si,2,No
2,7,102,1,AUTO,Martes,1800,12,Si,0,No
2,7,102,1,AUTO,Martes,1900,12,Si,0,No
2,7,102,1,AUTO,Martes,2000,12,Si,0,No
2,7,102,1,AUTO,Martes,2100,12,Si,0,No
2,7,102,1,AUTO,Miercoles,600,12,Si,0,No
2,7,102,1,AUTO,Miercoles,700,12,Si,3,No
2,7,102,1,AUTO,Miercoles,800,12,Si,4,No
2,7,102,1,AUTO,Miercoles,900,12,Si,4,No
2,7,102,1,AUTO,Miercoles,1000,12,Si,4,No
2,7,102,1,AUTO,Miercoles,1100,12,Si,3,No
2,7,102,1,AUTO,Miercoles,1200,12,Si,4,No
2,7,102,1,AUTO,Miercoles,1300,12,Si,4,No
2,7,102,1,AUTO,Miercoles,1400,12,Si,4,No
2,7,102,1,AUTO,Miercoles,1500,12,Si,4,No
2,7,102,1,AUTO,Miercoles,1600,12,Si,1,No
2,7,102,1,AUTO,Miercoles,1700,12,Si,1,No
2,7,102,1,AUTO,Miercoles,1800,12,Si,0,No
2,7,102,1,AUTO,Miercoles,1900,12,Si,0,No
2,7,102,1,AUTO,Miercoles,2000,12,Si,0,No
2,7,102,1,AUTO,Miercoles,2100,12,Si,0,No
2,7,102,1,AUTO,Jueves,600,12,Si,0,No
2,7,102,1,AUTO,Jueves,700,12,Si,3,No
2,7,102,1,AUTO,Jueves,800,12,Si,3,No
2,7,102,1,AUTO,Jueves,900,12,Si,3,No
2,7,102,1,AUTO,Jueves,1000,12,Si,3,No
2,7,102,1,AUTO,Jueves,1100,12,Si,4,No
2,7,102,1,AUTO,Jueves,1200,12,Si,4,No
2,7,102,1,AUTO,Jueves,1300,12,Si,4,No
2,7,102,1,AUTO,Jueves,1400,12,Si,4,No
2,7,102,1,AUTO,Jueves,1500,12,Si,3,No
2,7,102,1,AUTO,Jueves,1600,12,Si,2,No
2,7,102,1,AUTO,Jueves,1700,12,Si,1,No
2,7,102,1,AUTO,Jueves,1800,12,Si,0,No
2,7,102,1,AUTO,Jueves,1900,12,Si,0,No
2,7,102,1,AUTO,Jueves,2000,12,Si,0,No
2,7,102,1,AUTO,Jueves,2100,12,Si,0,No
2,7,102,1,AUTO,Viernes,600,12,Si,0,No
2,7,102,1,AUTO,Viernes,700,12,Si,2,No
2,7,102,1,AUTO,Viernes,800,12,Si,5,No
2,7,102,1,AUTO,Viernes,900,12,Si,5,No
2,7,102,1,AUTO,Viernes,1000,12,Si,5,No
2,7,102,1,AUTO,Viernes,1100,12,Si,5,No
2,7,102,1,AUTO,Viernes,1200,12,Si,5,No
2,7,102,1,AUTO,Viernes,1300,12,Si,5,No
2,7,102,1,AUTO,Viernes,1400,12,Si,5,No
2,7,102,1,AUTO,Viernes,1500,12,Si,5,No
2,7,102,1,AUTO,Viernes,1600,12,Si,3,No
2,7,102,1,AUTO,Viernes,1700,12,Si,3,No
2,7,102,1,AUTO,Viernes,1800,12,Si,1,No
2,7,102,1,AUTO,Viernes,1900,12,Si,0,No
2,7,102,1,AUTO,Viernes,2000,12,Si,0,No
2,7,102,1,AUTO,Viernes,2100,12,Si,0,No
2,7,102,1,AUTO,Sabado,600,12,Si,0,No
2,7,102,1,AUTO,Sabado,700,-1,No,0,No
2,7,102,1,AUTO,Sabado,800,25,Si,0,No
2,7,102,1,AUTO,Sabado,900,25,Si,1,No
2,7,102,1,AUTO,Sabado,1000,25,Si,1,No
2,7,102,1,AUTO,Sabado,1100,25,Si,1,No
2,7,102,1,AUTO,Sabado,1200,25,Si,1,No
2,7,102,1,AUTO,Sabado,1300,25,Si,0,No
2,7,102,1,AUTO,Sabado,1400,25,Si,0,No
2,7,102,1,AUTO,Sabado,1500,25,Si,0,No
2,7,102,1,AUTO,Sabado,1600,25,Si,0,No
2,7,102,1,AUTO,Sabado,1700,25,Si,0,No
2,7,102,1,AUTO,Sabado,1800,25,Si,0,No
2,7,102,1,AUTO,Sabado,1900,25,Si,0,No
2,7,102,1,AUTO,Sabado,2000,25,Si,0,No
2,7,102,1,AUTO,Sabado,2100,25,Si,0,No
2,7,103,1,AUTO,Lunes,600,11,Si,0,No
2,7,103,1,AUTO,Lunes,700,11,Si,0,No
2,7,103,1,AUTO,Lunes,800,11,Si,1,No
2,7,103,1,AUTO,Lunes,900,11,Si,1,No
2,7,103,1,AUTO,Lunes,1000,11,Si,1,No
2,7,103,1,AUTO,Lunes,1100,11,Si,1,No
2,7,103,1,AUTO,Lunes,1200,11,Si,0,No
2,7,103,1,AUTO,Lunes,1300,11,Si,0,No
2,7,103,1,AUTO,Lunes,1400,11,Si,0,No
2,7,103,1,AUTO,Lunes,1500,11,Si,0,No
2,7,103,1,AUTO,Lunes,1600,11,Si,0,No
2,7,103,1,AUTO,Lunes,1700,11,Si,0,No
2,7,103,1,AUTO,Lunes,1800,11,Si,0,No
2,7,103,1,AUTO,Lunes,1900,11,Si,0,No
2,7,103,1,AUTO,Lunes,2000,11,Si,0,No
2,7,103,1,AUTO,Lunes,2100,11,Si,0,No
2,7,103,1,AUTO,Martes,600,11,Si,0,No
2,7,103,1,AUTO,Martes,700,11,Si,0,No
2,7,103,1,AUTO,Martes,800,11,Si,0,No
2,7,103,1,AUTO,Martes,900,11,Si,0,No
2,7,103,1,AUTO,Martes,1000,11,Si,0,No
2,7,103,1,AUTO,Martes,1100,11,Si,0,No
2,7,103,1,AUTO,Martes,1200,11,Si,2,No
2,7,103,1,AUTO,Martes,1300,11,Si,2,No
2,7,103,1,AUTO,Martes,1400,11,Si,2,No
2,7,103,1,AUTO,Martes,1500,11,Si,2,No
2,7,103,1,AUTO,Martes,1600,11,Si,0,No
2,7,103,1,AUTO,Martes,1700,11,Si,0,No
2,7,103,1,AUTO,Martes,1800,11,Si,0,No
2,7,103,1,AUTO,Martes,1900,11,Si,0,No
2,7,103,1,AUTO,Martes,2000,11,Si,0,No
2,7,103,1,AUTO,Martes,2100,11,Si,0,No
2,7,103,1,AUTO,Miercoles,600,11,Si,0,No
2,7,103,1,AUTO,Miercoles,700,11,Si,0,No
2,7,103,1,AUTO,Miercoles,800,11,Si,1,No
2,7,103,1,AUTO,Miercoles,900,11,Si,1,No
2,7,103,1,AUTO,Miercoles,1000,11,Si,1,No
2,7,103,1,AUTO,Miercoles,1100,11,Si,1,No
2,7,103,1,AUTO,Miercoles,1200,11,Si,0,No
2,7,103,1,AUTO,Miercoles,1300,11,Si,0,No
2,7,103,1,AUTO,Miercoles,1400,11,Si,0,No
2,7,103,1,AUTO,Miercoles,1500,11,Si,0,No
2,7,103,1,AUTO,Miercoles,1600,11,Si,0,No
2,7,103,1,AUTO,Miercoles,1700,11,Si,0,No
2,7,103,1,AUTO,Miercoles,1800,11,Si,0,No
2,7,103,1,AUTO,Miercoles,1900,11,Si,0,No
2,7,103,1,AUTO,Miercoles,2000,11,Si,0,No
2,7,103,1,AUTO,Miercoles,2100,11,Si,0,No
2,7,103,1,AUTO,Jueves,600,11,Si,0,No
2,7,103,1,AUTO,Jueves,700,11,Si,0,No
2,7,103,1,AUTO,Jueves,800,11,Si,0,No
2,7,103,1,AUTO,Jueves,900,11,Si,0,No
2,7,103,1,AUTO,Jueves,1000,11,Si,0,No
2,7,103,1,AUTO,Jueves,1100,11,Si,0,No
2,7,103,1,AUTO,Jueves,1200,11,Si,1,No
2,7,103,1,AUTO,Jueves,1300,11,Si,1,No
2,7,103,1,AUTO,Jueves,1400,11,Si,1,No
2,7,103,1,AUTO,Jueves,1500,11,Si,1,No
2,7,103,1,AUTO,Jueves,1600,11,Si,0,No
2,7,103,1,AUTO,Jueves,1700,11,Si,0,No
2,7,103,1,AUTO,Jueves,1800,11,Si,0,No
2,7,103,1,AUTO,Jueves,1900,11,Si,0,No
2,7,103,1,AUTO,Jueves,2000,11,Si,0,No
2,7,103,1,AUTO,Jueves,2100,11,Si,0,No
2,7,103,1,AUTO,Viernes,600,11,Si,0,No
2,7,103,1,AUTO,Viernes,700,11,Si,0,No
2,7,103,1,AUTO,Viernes,800,11,Si,2,No
2,7,103,1,AUTO,Viernes,900,11,Si,3,No
2,7,103,1,AUTO,Viernes,1000,11,Si,3,No
2,7,103,1,AUTO,Viernes,1100,11,Si,3,No
2,7,103,1,AUTO,Viernes,1200,11,Si,2,No
2,7,103,1,AUTO,Viernes,1300,11,Si,0,No
2,7,103,1,AUTO,Viernes,1400,11,Si,0,No
2,7,103,1,AUTO,Viernes,1500,11,Si,0,No
2,7,103,1,AUTO,Viernes,1600,11,Si,0,No
2,7,103,1,AUTO,Viernes,1700,11,Si,0,No
2,7,103,1,AUTO,Viernes,1800,11,Si,0,No
2,7,103,1,AUTO,Viernes,1900,11,Si,0,No
2,7,103,1,AUTO,Viernes,2000,11,Si,0,No
2,7,103,1,AUTO,Viernes,2100,11,Si,0,No
2,7,103,1,AUTO,Sabado,600,11,Si,0,No
2,7,103,1,AUTO,Sabado,700,-1,No,0,No
2,7,103,1,AUTO,Sabado,800,24,Si,0,No
2,7,103,1,AUTO,Sabado,900,24,Si,0,No
2,7,103,1,AUTO,Sabado,1000,24,Si,0,No
2,7,103,1,AUTO,Sabado,1100,24,Si,0,No
2,7,103,1,AUTO,Sabado,1200,24,Si,0,No
2,7,103,1,AUTO,Sabado,1300,24,Si,0,No
2,7,103,1,AUTO,Sabado,1400,24,Si,0,No
2,7,103,1,AUTO,Sabado,1500,24,Si,0,No
2,7,103,1,AUTO,Sabado,1600,24,Si,0,No
2,7,103,1,AUTO,Sabado,1700,24,Si,0,No
2,7,103,1,AUTO,Sabado,1800,24,Si,0,No
2,7,103,1,AUTO,Sabado,1900,24,Si,0,No
2,7,103,1,AUTO,Sabado,2000,24,Si,0,No
2,7,103,1,AUTO,Sabado,2100,24,Si,0,No
2,7,104,1,AUTO,Lunes,600,9,Si,0,No
2,7,104,1,AUTO,Lunes,700,9,Si,0,No
2,7,104,1,AUTO,Lunes,800,9,Si,1,No
2,7,104,1,AUTO,Lunes,900,9,Si,1,No
2,7,104,1,AUTO,Lunes,1000,9,Si,1,No
2,7,104,1,AUTO,Lunes,1100,9,Si,1,No
2,7,104,1,AUTO,Lunes,1200,9,Si,0,No
2,7,104,1,AUTO,Lunes,1300,9,Si,0,No
2,7,104,1,AUTO,Lunes,1400,9,Si,0,No
2,7,104,1,AUTO,Lunes,1500,9,Si,0,No
2,7,104,1,AUTO,Lunes,1600,9,Si,0,No
2,7,104,1,AUTO,Lunes,1700,9,Si,0,No
2,7,104,1,AUTO,Lunes,1800,9,Si,0,No
2,7,104,1,AUTO,Lunes,1900,9,Si,0,No
2,7,104,1,AUTO,Lunes,2000,9,Si,0,No
2,7,104,1,AUTO,Lunes,2100,9,Si,0,No
2,7,104,1,AUTO,Martes,600,9,Si,0,No
2,7,104,1,AUTO,Martes,700,9,Si,0,No
2,7,104,1,AUTO,Martes,800,9,Si,1,No
2,7,104,1,AUTO,Martes,900,9,Si,1,No
2,7,104,1,AUTO,Martes,1000,9,Si,1,No
2,7,104,1,AUTO,Martes,1100,9,Si,1,No
2,7,104,1,AUTO,Martes,1200,9,Si,0,No
2,7,104,1,AUTO,Martes,1300,9,Si,0,No
2,7,104,1,AUTO,Martes,1400,9,Si,0,No
2,7,104,1,AUTO,Martes,1500,9,Si,0,No
2,7,104,1,AUTO,Martes,1600,9,Si,0,No
2,7,104,1,AUTO,Martes,1700,9,Si,0,No
2,7,104,1,AUTO,Martes,1800,9,Si,0,No
2,7,104,1,AUTO,Martes,1900,9,Si,0,No
2,7,104,1,AUTO,Martes,2000,9,Si,0,No
2,7,104,1,AUTO,Martes,2100,9,Si,0,No
2,7,104,1,AUTO,Miercoles,600,9,Si,0,No
2,7,104,1,AUTO,Miercoles,700,9,Si,0,No
2,7,104,1,AUTO,Miercoles,800,9,Si,1,No
2,7,104,1,AUTO,Miercoles,900,9,Si,1,No
2,7,104,1,AUTO,Miercoles,1000,9,Si,1,No
2,7,104,1,AUTO,Miercoles,1100,9,Si,1,No
2,7,104,1,AUTO,Miercoles,1200,9,Si,0,No
2,7,104,1,AUTO,Miercoles,1300,9,Si,0,No
2,7,104,1,AUTO,Miercoles,1400,9,Si,0,No
2,7,104,1,AUTO,Miercoles,1500,9,Si,0,No
2,7,104,1,AUTO,Miercoles,1600,9,Si,0,No
2,7,104,1,AUTO,Miercoles,1700,9,Si,0,No
2,7,104,1,AUTO,Miercoles,1800,9,Si,0,No
2,7,104,1,AUTO,Miercoles,1900,9,Si,0,No
2,7,104,1,AUTO,Miercoles,2000,9,Si,0,No
2,7,104,1,AUTO,Miercoles,2100,9,Si,0,No
2,7,104,1,AUTO,Jueves,600,9,Si,0,No
2,7,104,1,AUTO,Jueves,700,9,Si,0,No
2,7,104,1,AUTO,Jueves,800,9,Si,2,No
2,7,104,1,AUTO,Jueves,900,9,Si,2,No
2,7,104,1,AUTO,Jueves,1000,9,Si,2,No
2,7,104,1,AUTO,Jueves,1100,9,Si,2,No
2,7,104,1,AUTO,Jueves,1200,9,Si,0,No
2,7,104,1,AUTO,Jueves,1300,9,Si,0,No
2,7,104,1,AUTO,Jueves,1400,9,Si,0,No
2,7,104,1,AUTO,Jueves,1500,9,Si,0,No
2,7,104,1,AUTO,Jueves,1600,9,Si,0,No
2,7,104,1,AUTO,Jueves,1700,9,Si,0,No
2,7,104,1,AUTO,Jueves,1800,9,Si,0,No
2,7,104,1,AUTO,Jueves,1900,9,Si,0,No
2,7,104,1,AUTO,Jueves,2000,9,Si,0,No
2,7,104,1,AUTO,Jueves,2100,9,Si,0,No
2,7,104,1,AUTO,Viernes,600,9,Si,0,No
2,7,104,1,AUTO,Viernes,700,9,Si,0,No
2,7,104,1,AUTO,Viernes,800,9,Si,1,No
2,7,104,1,AUTO,Viernes,900,9,Si,1,No
2,7,104,1,AUTO,Viernes,1000,9,Si,1,No
2,7,104,1,AUTO,Viernes,1100,9,Si,1,No
2,7,104,1,AUTO,Viernes,1200,9,Si,0,No
2,7,104,1,AUTO,Viernes,1300,9,Si,0,No
2,7,104,1,AUTO,Viernes,1400,9,Si,0,No
2,7,104,1,AUTO,Viernes,1500,9,Si,0,No
2,7,104,1,AUTO,Viernes,1600,9,Si,0,No
2,7,104,1,AUTO,Viernes,1700,9,Si,0,No
2,7,104,1,AUTO,Viernes,1800,9,Si,0,No
2,7,104,1,AUTO,Viernes,1900,9,Si,0,No
2,7,104,1,AUTO,Viernes,2000,9,Si,0,No
2,7,104,1,AUTO,Viernes,2100,9,Si,0,No
2,7,104,1,AUTO,Sabado,600,9,Si,0,No
2,7,104,1,AUTO,Sabado,700,-1,No,0,No
2,7,104,1,AUTO,Sabado,800,22,Si,0,No
2,7,104,1,AUTO,Sabado,900,22,Si,0,No
2,7,104,1,AUTO,Sabado,1000,22,Si,0,No
2,7,104,1,AUTO,Sabado,1100,22,Si,0,No
2,7,104,1,AUTO,Sabado,1200,22,Si,0,No
2,7,104,1,AUTO,Sabado,1300,22,Si,0,No
2,7,104,1,AUTO,Sabado,1400,22,Si,0,No
2,7,104,1,AUTO,Sabado,1500,22,Si,0,No
2,7,104,1,AUTO,Sabado,1600,22,Si,0,No
2,7,104,1,AUTO,Sabado,1700,22,Si,0,No
2,7,104,1,AUTO,Sabado,1800,22,Si,0,No
2,7,104,1,AUTO,Sabado,1900,22,Si,0,No
2,7,104,1,AUTO,Sabado,2000,22,Si,0,No
2,7,104,1,AUTO,Sabado,2100,22,Si,0,No
2,7,105,1,AUTO,Lunes,600,9,Si,0,No
2,7,105,1,AUTO,Lunes,700,9,Si,0,No
2,7,105,1,AUTO,Lunes,800,9,Si,1,No
2,7,105,1,AUTO,Lunes,900,9,Si,1,No
2,7,105,1,AUTO,Lunes,1000,9,Si,1,No
2,7,105,1,AUTO,Lunes,1100,9,Si,1,No
2,7,105,1,AUTO,Lunes,1200,9,Si,1,No
2,7,105,1,AUTO,Lunes,1300,9,Si,1,No
2,7,105,1,AUTO,Lunes,1400,9,Si,1,No
2,7,105,1,AUTO,Lunes,1500,9,Si,0,No
2,7,105,1,AUTO,Lunes,1600,9,Si,0,No
2,7,105,1,AUTO,Lunes,1700,9,Si,0,No
2,7,105,1,AUTO,Lunes,1800,9,Si,0,No
2,7,105,1,AUTO,Lunes,1900,9,Si,0,No
2,7,105,1,AUTO,Lunes,2000,9,Si,0,No
2,7,105,1,AUTO,Lunes,2100,9,Si,0,No
2,7,105,1,AUTO,Martes,600,9,Si,0,No
2,7,105,1,AUTO,Martes,700,9,Si,0,No
2,7,105,1,AUTO,Martes,800,9,Si,1,No
2,7,105,1,AUTO,Martes,900,9,Si,1,No
2,7,105,1,AUTO,Martes,1000,9,Si,1,No
2,7,105,1,AUTO,Martes,1100,9,Si,1,No
2,7,105,1,AUTO,Martes,1200,9,Si,1,No
2,7,105,1,AUTO,Martes,1300,9,Si,2,No
2,7,105,1,AUTO,Martes,1400,9,Si,2,No
2,7,105,1,AUTO,Martes,1500,9,Si,1,No
2,7,105,1,AUTO,Martes,1600,9,Si,0,No
2,7,105,1,AUTO,Martes,1700,9,Si,0,No
2,7,105,1,AUTO,Martes,1800,9,Si,0,No
2,7,105,1,AUTO,Martes,1900,9,Si,0,No
2,7,105,1,AUTO,Martes,2000,9,Si,0,No
2,7,105,1,AUTO,Martes,2100,9,Si,0,No
2,7,105,1,AUTO,Miercoles,600,9,Si,0,No
2,7,105,1,AUTO,Miercoles,700,9,Si,0,No
2,7,105,1,AUTO,Miercoles,800,9,Si,1,No
2,7,105,1,AUTO,Miercoles,900,9,Si,1,No
2,7,105,1,AUTO,Miercoles,1000,9,Si,1,No
2,7,105,1,AUTO,Miercoles,1100,9,Si,2,No
2,7,105,1,AUTO,Miercoles,1200,9,Si,1,No
2,7,105,1,AUTO,Miercoles,1300,9,Si,1,No
2,7,105,1,AUTO,Miercoles,1400,9,Si,1,No
2,7,105,1,AUTO,Miercoles,1500,9,Si,0,No
2,7,105,1,AUTO,Miercoles,1600,9,Si,0,No
2,7,105,1,AUTO,Miercoles,1700,9,Si,0,No
2,7,105,1,AUTO,Miercoles,1800,9,Si,0,No
2,7,105,1,AUTO,Miercoles,1900,9,Si,0,No
2,7,105,1,AUTO,Miercoles,2000,9,Si,0,No
2,7,105,1,AUTO,Miercoles,2100,9,Si,0,No
2,7,105,1,AUTO,Jueves,600,9,Si,0,No
2,7,105,1,AUTO,Jueves,700,9,Si,0,No
2,7,105,1,AUTO,Jueves,800,9,Si,1,No
2,7,105,1,AUTO,Jueves,900,9,Si,1,No
2,7,105,1,AUTO,Jueves,1000,9,Si,1,No
2,7,105,1,AUTO,Jueves,1100,9,Si,1,No
2,7,105,1,AUTO,Jueves,1200,9,Si,1,No
2,7,105,1,AUTO,Jueves,1300,9,Si,1,No
2,7,105,1,AUTO,Jueves,1400,9,Si,1,No
2,7,105,1,AUTO,Jueves,1500,9,Si,1,No
2,7,105,1,AUTO,Jueves,1600,9,Si,0,No
2,7,105,1,AUTO,Jueves,1700,9,Si,0,No
2,7,105,1,AUTO,Jueves,1800,9,Si,0,No
2,7,105,1,AUTO,Jueves,1900,9,Si,0,No
2,7,105,1,AUTO,Jueves,2000,9,Si,0,No
2,7,105,1,AUTO,Jueves,2100,9,Si,0,No
2,7,105,1,AUTO,Viernes,600,9,Si,0,No
2,7,105,1,AUTO,Viernes,700,9,Si,0,No
2,7,105,1,AUTO,Viernes,800,9,Si,1,No
2,7,105,1,AUTO,Viernes,900,9,Si,1,No
2,7,105,1,AUTO,Viernes,1000,9,Si,1,No
2,7,105,1,AUTO,Viernes,1100,9,Si,2,No
2,7,105,1,AUTO,Viernes,1200,9,Si,1,No
2,7,105,1,AUTO,Viernes,1300,9,Si,1,No
2,7,105,1,AUTO,Viernes,1400,9,Si,1,No
2,7,105,1,AUTO,Viernes,1500,9,Si,0,No
2,7,105,1,AUTO,Viernes,1600,9,Si,0,No
2,7,105,1,AUTO,Viernes,1700,9,Si,0,No
2,7,105,1,AUTO,Viernes,1800,9,Si,0,No
2,7,105,1,AUTO,Viernes,1900,9,Si,0,No
2,7,105,1,AUTO,Viernes,2000,9,Si,0,No
2,7,105,1,AUTO,Viernes,2100,9,Si,0,No
2,7,105,1,AUTO,Sabado,600,9,Si,0,No
2,7,105,1,AUTO,Sabado,700,-1,No,0,No
2,7,105,1,AUTO,Sabado,800,22,Si,0,No
2,7,105,1,AUTO,Sabado,900,22,Si,0,No
2,7,105,1,AUTO,Sabado,1000,22,Si,0,No
2,7,105,1,AUTO,Sabado,1100,22,Si,0,No
2,7,105,1,AUTO,Sabado,1200,22,Si,0,No
2,7,105,1,AUTO,Sabado,1300,22,Si,0,No
2,7,105,1,AUTO,Sabado,1400,22,Si,0,No
2,7,105,1,AUTO,Sabado,1500,22,Si,0,No
2,7,105,1,AUTO,Sabado,1600,22,Si,0,No
2,7,105,1,AUTO,Sabado,1700,22,Si,0,No
2,7,105,1,AUTO,Sabado,1800,22,Si,0,No
